Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Rdh11,885.733844,-0.692844596,1.400741669,-0.494626962,NA,NA
Kcnk2,715.8860058,-0.692756034,1.029100872,-0.673166308,0.500841493,0.999842552
Tecta,28.00917949,-0.692465054,0.76397479,-0.90639778,0.364725347,0.999842552
Card11,6.749260681,-0.692358643,2.116636321,-0.327103261,0.743589785,0.999842552
Trerf1,263.7219454,-0.692255884,1.042216624,-0.66421497,0.506552733,0.999842552
Ass1,2144.433332,-0.692240801,0.38833257,-1.78259784,0.074651792,0.999842552
H2-Ab1,118.9670621,-0.692163082,0.55003738,-1.258392805,0.208249733,0.999842552
Snord100,520.0183532,-0.691592992,0.659543866,-1.048592864,0.294365541,0.999842552
Mroh2a,10.74678511,-0.691512072,1.22017411,-0.566732293,0.570896077,0.999842552
Gm8930,69.57325098,-0.691297595,0.584170121,-1.183384034,0.236656982,0.999842552
Ddx41,4273.676621,-0.69107906,0.664165551,-1.040522291,0.298097313,0.999842552
Gm18859,4.432304285,-0.690870812,1.404066308,-0.49204999,0.622684005,0.999842552
Gm13868,17.79015386,-0.690822014,1.767005391,-0.390956371,0.695829485,0.999842552
4933400A11Rik,0.453448723,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
4933401B06Rik,0.449898061,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
9930111J21Rik2,0.449898061,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Gm36226,0.476536191,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Mir8105,0.476536191,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
n-TWcca5,0.453448723,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Olfr132,0.476536191,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Rab11b,0.453448723,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Spaca4,0.476536191,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Vmn1r90,0.449898061,-0.690536915,4.046285601,-0.17065946,0.864491541,NA
Gtf2ird2,737.6132634,-0.68995679,0.929222402,-0.742509854,0.457778484,0.999842552
Phactr1,392.8877801,-0.689538634,0.441980641,-1.560110491,0.118733773,0.999842552
Ighg3,12.63784855,-0.688815892,0.777469616,-0.885971463,0.375632905,0.999842552
Calu,28224.17408,-0.688444689,0.376615,-1.827980001,0.067552553,0.999842552
Gm39144,2.094148144,-0.688415413,2.732409338,-0.251944467,0.801083989,0.999842552
9330162012Rik,8.020021327,-0.687804401,2.006855105,-0.342727484,0.731803484,0.999842552
C1H2orf66,12.48926216,-0.687715185,0.660619022,-1.041016322,0.297867973,0.999842552
Grb7,12.73654362,-0.687672119,0.9555478,-0.71966271,0.471732691,0.999842552
Mir7025,3.095626146,-0.687432067,1.106132151,-0.621473724,0.534287978,0.999842552
Gm38882,94.44724668,-0.686997927,0.661705229,-1.038223513,0.299166008,0.999842552
Gm2214,8.85470439,-0.686464728,0.677942207,-1.012571161,0.311265041,0.999842552
Eif4a1,62322.50938,-0.686414804,0.559890786,-1.225979818,0.22020627,0.999842552
Agr3,32.07269297,-0.685801093,0.797238179,-0.860221087,0.389667183,0.999842552
Tmed4,2948.942326,-0.685463767,0.625159678,-1.096461898,0.272876689,0.999842552
Svil,688.3156429,-0.68534693,1.072854833,-0.638806769,0.522948644,0.999842552
Abhd10,364.7803029,-0.68370977,0.662470475,-1.032060743,0.302043663,0.999842552
B330016D10Rik,443.498719,-0.682851889,0.849293923,-0.804023048,0.421383664,0.999842552
Pla2g4f,8.231937152,-0.68270341,1.623805359,-0.420434264,0.674168242,0.999842552
Brsk2,72.71158847,-0.682287897,0.555101104,-1.229123654,0.219025448,0.999842552
Pdyn,118.5145783,-0.682109723,0.463961412,-1.470186326,0.141511297,0.999842552
Lbx1,98.25750236,-0.681889907,0.381760012,-1.786174262,0.074071047,0.999842552
Gm6621,2.542358503,-0.681524488,1.960434449,-0.347639519,0.728110924,0.999842552
Prr23a1,17.3191296,-0.681347508,1.064291912,-0.640188561,0.522050019,0.999842552
Gm11895,11.55374631,-0.681312337,0.664348923,-1.025533893,0.305111342,0.999842552
Nlrp9b,426.5544732,-0.681025688,0.552504788,-1.232614998,0.217719439,0.999842552
Gm15501,1012.321393,-0.680998796,0.93401728,-0.729107277,0.465936044,0.999842552
Gm18367,3.466892217,-0.680838383,1.175870712,-0.579007859,0.56258387,0.999842552
Gm35410,20.10822205,-0.680802167,0.876724851,-0.77652888,0.437436775,0.999842552
Fam181b,230.8204084,-0.680781112,0.37546549,-1.813165606,0.069806283,0.999842552
Psmd4,15531.97917,-0.680623518,0.762568996,-0.892540244,0.372103432,0.999842552
Adamts8,30.54527647,-0.680285023,0.746249854,-0.911604899,0.361976743,0.999842552
Zfp52,611.0222616,-0.680226012,1.228703422,-0.553612858,0.579843825,0.999842552
Dnajb7,1.698370174,-0.680200984,2.727381523,-0.249397079,0.803053645,NA
Acoxl,76.78636209,-0.679934259,0.591205698,-1.150080694,0.250110637,0.999842552
Akt3,1330.21223,-0.679445864,1.188248451,-0.571804544,NA,NA
Gm38914,65.9784204,-0.679099879,0.59636508,-1.138731796,0.254815037,0.999842552
9230020A06Rik,8.204075597,-0.679002767,2.05270333,-0.330784657,0.740807151,0.999842552
Gm11581,3.401385295,-0.678898475,1.58984219,-0.427022556,0.669362899,0.999842552
4930509G22Rik,13.57838644,-0.678891768,1.546473108,-0.438993581,0.660666187,0.999842552
Nrarp,92.23644425,-0.678652389,0.41704783,-1.627277112,0.103678257,0.999842552
Slc4a2,6651.576996,-0.678431792,1.107878209,-0.612370373,0.540292739,0.999842552
Slc25a29,142.980998,-0.678394378,1.917544107,-0.353782933,0.723501565,0.999842552
Gpr20,22.40965645,-0.678314516,1.516137056,-0.447396569,0.654588753,0.999842552
Cpne5,17.28625223,-0.677915304,0.788380065,-0.859883873,0.389853059,0.999842552
Gm13500,3.538385305,-0.67778422,1.082174835,-0.626316745,0.531107205,0.999842552
Basp1,2348.880102,-0.677414882,1.227500232,-0.55186538,0.581040589,0.999842552
Gm5954,23.61237002,-0.677012596,0.530116054,-1.27710261,0.201566023,0.999842552
Gm2965,10.13856956,-0.676637504,0.873609096,-0.774531203,0.438616724,0.999842552
Gm33667,6.724505683,-0.676537128,2.126863688,-0.318091437,0.750415578,0.999842552
Gm12915,4.890953792,-0.67640374,1.947825637,-0.347260929,0.728395301,0.999842552
Gm2011,2.704330452,-0.676161893,1.94195789,-0.348185662,0.727700755,0.999842552
Ints3,11679.66619,-0.675837911,0.459980484,-1.469275186,0.141758164,0.999842552
Cldn34b3,3.10565542,-0.674995777,1.962057303,-0.344024497,0.730827863,0.999842552
Gm13623,89.08075803,-0.674817052,0.863371194,-0.781607096,0.434445515,0.999842552
Gm12741,6.412326781,-0.674758848,1.05177699,-0.641541747,0.521170766,0.999842552
Nutm1,43.44105136,-0.674669024,0.812461822,-0.830400895,0.40631216,0.999842552
Rpl17-ps7,25.8342788,-0.674473176,0.816861124,-0.825688916,0.408980582,0.999842552
Gm550,7.512545057,-0.674362263,1.995317859,-0.337972349,0.735384025,0.999842552
Mkrn1,4107.04012,-0.674205579,0.317328422,-2.124630298,0.033617474,0.999842552
Hist1h2br,104.6199684,-0.674042609,0.52293141,-1.288969445,0.197408709,0.999842552
Gm38455,14.79636411,-0.673874528,0.785060358,-0.85837289,0.390686592,0.999842552
Ccdc160,891.7326516,-0.673848153,0.581136176,-1.159535717,0.246237886,0.999842552
3830403N18Rik,24.40507012,-0.673716417,1.049133949,-0.642164347,0.52076648,0.999842552
Urm1,3846.283514,-0.673621411,0.718785052,-0.937166694,0.348672819,0.999842552
4930544D05Rik,1.927824511,-0.67361109,3.82467149,-0.176122601,0.860197626,NA
Gm15529,1.927824511,-0.67361109,3.82467149,-0.176122601,0.860197626,NA
Gm34426,1.927824511,-0.67361109,3.82467149,-0.176122601,0.860197626,NA
Uox,1.927824511,-0.67361109,3.82467149,-0.176122601,0.860197626,NA
Gm13041,3.464486006,-0.673437385,1.523613268,-0.442000211,0.658489053,0.999842552
Gm2506,12.28837131,-0.672904222,1.064276011,-0.632264765,0.527213884,0.999842552
Syndig1l,2.488405885,-0.672800352,2.794143165,-0.240789506,0.809718263,0.999842552
Gm17068,6.67743675,-0.672760936,1.496622919,-0.449519333,0.653057065,0.999842552
Frem2,82.84157167,-0.672720056,0.909464753,-0.739687881,0.459489403,0.999842552
Gm2042,1047.5852,-0.672710724,0.649877439,-1.035134756,0.300605983,0.999842552
Gm9442,85.64930102,-0.672012119,0.903246587,-0.743996301,0.456878713,0.999842552
Gm7879,431.8493162,-0.671721268,0.758366874,-0.885747111,0.375753815,0.999842552
Gm16677,38.26452593,-0.67134731,0.74602185,-0.899903012,0.368171867,0.999842552
Gm26507,4.562687076,-0.67098333,1.997301233,-0.335944984,0.736912354,0.999842552
Gm20016,1.6543671,-0.670834285,3.839942993,-0.174699022,0.861316136,NA
Gm7488,531.9633186,-0.670526833,0.731283005,-0.916918386,0.359185408,0.999842552
H2-Q7,54.86648627,-0.670291258,0.526599105,-1.272868207,0.203064813,0.999842552
Adrm1,8777.855297,-0.66993785,0.344778782,-1.943094777,0.052004708,0.999842552
Ccdc183,9.522493772,-0.669926322,1.094970284,-0.611821464,0.540655887,0.999842552
1700028B04Rik,7.298843588,-0.669882102,1.026458356,-0.652614983,0.514004524,0.999842552
Prkag2os1,22.75194002,-0.66983423,0.755516694,-0.886590905,0.375299192,0.999842552
C920021L13Rik,17.43330317,-0.669830046,0.742602905,-0.902002998,0.367055275,0.999842552
Gm41421,41.47949302,-0.668972473,0.674020597,-0.992510431,0.320948594,0.999842552
Mrpl33,3843.409974,-0.668616535,0.712391685,-0.938551852,0.347960883,0.999842552
Prmt1,21867.79416,-0.668474971,0.4706849,-1.420217583,0.155544346,0.999842552
Gm31284,4.55758732,-0.668378843,2.074962335,-0.322116133,0.747364717,0.999842552
Gm39183,2.878900556,-0.668265484,2.760578701,-0.242074419,0.8087225,0.999842552
Gm35815,82.35967509,-0.668035729,0.831946707,-0.802978994,0.421986876,0.999842552
Gm36897,9.966794727,-0.667930829,1.421101945,-0.470009088,0.638348525,0.999842552
Gadd45g,10943.80294,-0.667917144,0.895680275,-0.745709337,0.455843017,0.999842552
Rhox7b,12.04611371,-0.667867588,1.063375341,-0.628063829,0.529962127,0.999842552
Fer1l6,6.502917508,-0.667673156,1.441102076,-0.46330733,0.643144092,0.999842552
Gm8273,18.61763141,-0.667583232,0.890952625,-0.749291504,0.453681528,0.999842552
Gm11820,0.953072382,-0.667160687,3.923199253,-0.170055265,0.864966675,NA
Gm31298,0.953072382,-0.667160687,3.923199253,-0.170055265,0.864966675,NA
Gm33485,0.953072382,-0.667160687,3.923199253,-0.170055265,0.864966675,NA
Gm46487,0.953072382,-0.667160687,3.923199253,-0.170055265,0.864966675,NA
Serpina1b,0.953072382,-0.667160687,3.923199253,-0.170055265,0.864966675,NA
Pde7a,917.555085,-0.666890609,0.638948555,-1.043731305,0.296609722,0.999842552
Snord35b,96.81936154,-0.666832643,0.617013171,-1.080742963,0.279811466,0.999842552
Slc39a5,7.493162907,-0.666223215,1.498317526,-0.444647549,0.65657448,0.999842552
Gm8325,4466.381974,-0.666180428,0.60695477,-1.097578372,0.272388641,0.999842552
Gemin8,311.0510574,-0.666108035,0.393201255,-1.694063858,0.090253149,0.999842552
Smn1,753.5271871,-0.665979334,0.498074118,-1.337108896,0.181187094,0.999842552
Il1a,12.79589944,-0.665732856,2.90799292,-0.228932076,0.81892171,0.999842552
Gm8238,242.3124028,-0.665632896,0.817508523,-0.814221353,0.415518155,0.999842552
Evi2,3.346354459,-0.665303729,2.066442762,-0.32195604,0.747485998,0.999842552
Pttg1,2059.524449,-0.665212677,0.655339721,-1.015065401,0.310074653,0.999842552
Eif4a3l1,380.5829521,-0.664954446,0.886121883,-0.750409688,0.453007998,0.999842552
Gm35365,9.762620963,-0.664931191,0.851725612,-0.780687092,0.434986554,0.999842552
Adamts13,4.130508227,-0.664712082,3.771569134,-0.176242847,0.86010316,0.999842552
Gm36757,102.5114351,-0.664693617,0.362774867,-1.832248256,0.066914442,0.999842552
Gm32112,3.083975673,-0.664562761,2.81353692,-0.236201898,0.813276007,0.999842552
Sema4f,1118.608619,-0.664023909,0.301133921,-2.205078415,0.027448592,0.999842552
Gm6062,2.537955956,-0.663940051,1.503764241,-0.441518712,0.658837518,0.999842552
BC051226,53.04851844,-0.663603374,0.98077525,-0.676611052,0.498652765,0.999842552
Aph1c,337.3399382,-0.663498807,0.355654011,-1.865573806,0.062101017,0.999842552
Slc39a2,21.01090421,-0.662950933,1.546383684,-0.428710507,0.668133913,0.999842552
Nr0b2,156.2917302,-0.662552355,0.770568514,-0.85982277,0.389886745,0.999842552
Naa35,3578.14015,-0.662079313,1.432464507,-0.462195964,0.643940797,0.999842552
Ppp1r14c,33.74611738,-0.661985085,0.726689357,-0.910960205,0.362316342,0.999842552
H1f3,255.4652038,-0.66168064,1.178686684,-0.5613711,0.574544581,0.999842552
Gm39419,1.264788403,-0.661363549,3.874710811,-0.170687202,0.864469726,NA
Erdr1,1009.275176,-0.66124995,0.808634967,-0.817736033,0.413507931,0.999842552
Cdk2ap2,3984.30936,-0.660995943,0.573513524,-1.152537674,0.249100198,0.999842552
Gm36738,33.14218084,-0.660954724,1.54460938,-0.427910598,0.668716211,0.999842552
Med28,4878.728742,-0.660784792,0.821925926,-0.80394689,0.421427648,0.999842552
Phf23,4279.957131,-0.660702107,0.879138463,-0.751533614,0.452331579,0.999842552
4930402H24Rik,747.9780598,-0.660639146,1.760432109,-0.375271016,0.707458919,0.999842552
Hps4,1457.681145,-0.660396538,0.938310016,-0.703814866,0.481548074,0.999842552
H2bc15,60.93448101,-0.659962593,0.616463539,-1.07056225,0.284366305,0.999842552
Polb,1503.397463,-0.659573407,0.620290818,-1.063329309,0.287632638,0.999842552
Gm12923,1.429608573,-0.659455102,3.858049475,-0.170929664,0.864279071,NA
Gm13572,1.429608573,-0.659455102,3.858049475,-0.170929664,0.864279071,NA
Gm38534,1.429608573,-0.659455102,3.858049475,-0.170929664,0.864279071,NA
Gm29938,11.27858769,-0.659106895,1.389945893,-0.47419608,0.635360088,0.999842552
Fate1,1.652203291,-0.658046601,3.840313077,-0.171352332,0.863946734,NA
Gm40435,1.652203291,-0.658046601,3.840313077,-0.171352332,0.863946734,NA
Gm42334,1.652203291,-0.658046601,3.840313077,-0.171352332,0.863946734,NA
Rps10-ps3,1.652203291,-0.658046601,3.840313077,-0.171352332,0.863946734,NA
Gm46542,45.76580961,-0.657949913,0.551581085,-1.192843502,0.232930669,0.999842552
BC051226,52.91322677,-0.657610341,0.99011652,-0.664174698,0.506578505,0.999842552
Gm32442,15.21327707,-0.657010364,2.146035233,-0.306150782,0.759489845,0.999842552
Hmx1,6.307884193,-0.656845304,2.782352597,-0.236075508,0.813374078,0.999842552
Cers1,279.533516,-0.656735532,0.439717035,-1.493541253,0.135295564,0.999842552
Gm46571,5.884435509,-0.656240805,2.764821994,-0.237353727,0.812382385,0.999842552
Gm33856,52.51143447,-0.655950435,0.818863878,-0.80104942,0.423103036,0.999842552
Gm13992,6.060267372,-0.655876293,1.059169584,-0.619236337,0.535760677,0.999842552
Hpca,3.138250421,-0.655732087,1.4006248,-0.468171124,0.63966222,0.999842552
Gm36109,20.41038654,-0.655666222,1.360685296,-0.481864708,0.629902059,0.999842552
Gm41609,45.97789254,-0.655568117,0.663773097,-0.987638877,0.323329539,0.999842552
Smc5,617.0506723,-0.655534005,1.290903285,-0.507810316,0.611586375,0.999842552
Gm13782,1.906144764,-0.65539725,3.825129805,-0.171339872,0.863956531,NA
Gm35102,1.906144764,-0.65539725,3.825129805,-0.171339872,0.863956531,NA
Gm41696,1.906144764,-0.65539725,3.825129805,-0.171339872,0.863956531,NA
Gm32315,2.605275673,-0.655305525,1.989826198,-0.329328022,0.741907766,0.999842552
Stpg1,9.079476897,-0.654841904,2.059540857,-0.317955287,0.750518854,0.999842552
Omt2a,1002.598235,-0.654771043,0.784400144,-0.834741105,0.403863493,0.999842552
Id1,10977.81325,-0.654495299,0.666815895,-0.981523242,0.326334779,0.999842552
Gm3775,16.76013644,-0.6544837,1.411531097,-0.463669346,0.642884663,0.999842552
Trpv4,123.8973128,-0.654342033,1.187710595,-0.550927167,0.581683603,0.999842552
Maf1,6473.351497,-0.6539833,0.410926157,-1.591486178,0.111500204,0.999842552
Rpl15-ps1,80.57896449,-0.653920025,0.591683896,-1.10518476,0.269079539,0.999842552
Gm6308,5.675354492,-0.65381104,0.991907532,-0.659145151,0.509802564,0.999842552
Adamts17,99.15481599,-0.653281914,0.48985184,-1.333631642,0.182324608,0.999842552
A26c3,14.07633818,-0.653238489,0.967058751,-0.675489973,0.49936452,0.999842552
Nfe2l1,13998.42751,-0.653172586,0.837684816,-0.779735497,0.43554658,0.999842552
Stac3,88.24148266,-0.652863496,0.681970069,-0.957319867,0.338405831,0.999842552
Hira,2071.642916,-0.65271829,1.09915345,-0.593837276,0.552620955,0.999842552
Trim31,2.244924857,-0.652573839,1.557762793,-0.418917336,0.675276547,0.999842552
Pdhx,961.653919,-0.652461187,0.413541731,-1.577739653,0.114625433,0.999842552
Gm8253,106.238139,-0.652353202,0.802459931,-0.812941777,0.41625144,0.999842552
Mir3072,30.42856062,-0.652302642,0.906469882,-0.719607628,0.471766614,0.999842552
Matn1,5.020287661,-0.652253961,2.069482499,-0.315177326,0.75262702,0.999842552
Polr1d,9381.129509,-0.652071617,0.703556502,-0.926821961,0.354018981,0.999842552
Gm6285,119.1065734,-0.652041411,0.745351181,-0.874810999,0.381676752,0.999842552
Ndufa7,700.0844039,-0.651934998,1.430696803,-0.45567656,0.64862258,0.999842552
Tex30,3834.220702,-0.651793607,0.712966428,-0.914199577,0.360611986,0.999842552
Gm14321,83.3366196,-0.65173455,0.708433051,-0.919966324,0.357590357,0.999842552
Adam32,19.2915324,-0.651490159,1.434049359,-0.454301071,0.649612145,0.999842552
Slc24a4,72.32971267,-0.650905019,0.51331661,-1.2680381,0.204784345,0.999842552
Gm16141,13.58060861,-0.650642035,1.504899055,-0.432349288,0.665487569,0.999842552
Yy1,2498.378056,-0.650322462,1.070645445,-0.6074116,0.543577792,0.999842552
Gm11930,8.117351093,-0.650316647,0.816374263,-0.796591314,0.425688423,0.999842552
Gm41268,3.335753337,-0.649956222,3.782460911,-0.171834221,0.863567862,0.999842552
Mir7059,3.063925179,-0.649478486,1.340115959,-0.484643498,0.627929252,0.999842552
Gm11977,29.57104751,-0.649471911,1.018558587,-0.637638246,0.523709193,0.999842552
Rpl13-ps2,4.198405021,-0.649416243,1.756083432,-0.369809447,0.711524476,0.999842552
B930059L03Rik,28.1103826,-0.649403877,0.657428981,-0.9877932,0.323253939,0.999842552
Arrb2,1165.490496,-0.648869592,0.687399982,-0.943947641,0.345196405,0.999842552
E4f1,1726.534578,-0.648809073,0.33216009,-1.953302316,0.050783783,0.999842552
Gm16011,0.826101645,-0.647969198,3.952000535,-0.163959795,0.869762794,NA
Gm4951,0.826101645,-0.647969198,3.952000535,-0.163959795,0.869762794,NA
Gm6303,0.826101645,-0.647969198,3.952000535,-0.163959795,0.869762794,NA
Ip6k1,2965.80801,-0.6471772,0.874676467,-0.739904667,0.459357842,0.999842552
Tafa1,22.56662083,-0.64701911,0.883747464,-0.732131222,0.464088479,0.999842552
Gm12630,43.46374777,-0.647015071,0.809269111,-0.799505457,0.423997383,0.999842552
Gm32845,24.08450475,-0.646933237,0.836032172,-0.773813806,0.439040907,0.999842552
Gm5063,3.003084075,-0.646905116,1.175018501,-0.550548877,0.581942963,0.999842552
Tas1r1,31.68488881,-0.646706049,0.740384906,-0.873472762,0.382405446,0.999842552
Armh1,2.05441424,-0.646240113,2.725881675,-0.237075629,0.812598119,0.999842552
Gm33973,2.05441424,-0.646240113,2.725881675,-0.237075629,0.812598119,0.999842552
Tac2,412.6600588,-0.646187577,0.540652377,-1.195199734,0.232009002,0.999842552
Xlr4a,17.80254337,-0.645901147,0.714658425,-0.903790012,0.366106759,0.999842552
Gm7278,402.3050826,-0.645505239,0.522801631,-1.23470395,0.216940705,0.999842552
Etaa1os,12.61565969,-0.64539667,0.812139224,-0.794687229,0.426795463,0.999842552
Marveld3,9.786167772,-0.644833205,2.140338797,-0.301276231,0.763203865,0.999842552
Ankrd34b,6.469433041,-0.644416858,1.50489547,-0.428213701,0.668495542,0.999842552
H2bc1,10.33816912,-0.64425518,0.672848326,-0.957504321,0.338312766,0.999842552
Gm13777,7.909701596,-0.644185785,1.403282108,-0.459056508,0.646193587,0.999842552
Il1rapl2,3.698664322,-0.644163174,2.048324991,-0.314482895,0.753154306,0.999842552
Sgcd,62.64336246,-0.644034626,0.404492011,-1.592206049,0.111338415,0.999842552
9130019P16Rik,6.106200605,-0.643870514,1.697534769,-0.379297394,0.704467035,0.999842552
